OBJECTID,LONGITUDE,LATITUDE
3436909,144.99189,-37.84657
3436910,145.21243,-37.92541
3436911,144.30554,-36.77281
3436912,145.30683,-37.99592
3436913,145.25784,-38.08154
3436914,145.1691,-37.9617
3436915,144.97113,-37.83507
3436916,144.96134,-37.84559
3436917,144.84909,-37.82531
3436918,144.99589,-37.83818
3436919,143.03696,-35.66715
3436920,145.25306,-37.99684
3436921,144.82998,-37.78832
3436922,144.95847,-37.80404
3436923,145.14594,-38.05576
3436924,144.93173,-37.8207
3436925,145.06855,-37.68343
3436926,144.28982,-36.79398
3436927,144.95077,-37.73263
3436928,144.95147,-37.80114
3436929,145.36107,-38.04008
3436930,145.10369,-37.91005
3436931,145.03766,-37.88888
3436932,144.34801,-38.2651
3436933,144.33781,-38.22022
3436934,143.67067,-35.47244
3436935,145.13745,-37.73311
3436936,146.87432,-38.05376
3436937,145.06731,-37.68701
3436938,145.09707,-37.80383
3436939,145.01146,-37.85489
3436940,144.56603,-38.19755
3436941,144.95715,-37.68328
3436942,143.86866,-37.60311
3436943,145.06478,-37.89895
3436944,142.08414,-34.19777
3436945,145.25345,-38.11005
3436946,144.9836,-38.36246
3436947,144.92219,-37.66326
3436948,145.2165,-37.79504
3436949,144.51187,-37.6846
3436950,145.08332,-37.89243
3436951,145.05013,-37.8306
3436952,144.84727,-37.83704
3436953,145.14148,-38.14095
3436954,144.98527,-37.82412
3436955,144.97049,-37.79748
3436956,145.25052,-36.84641
3436957,147.17047,-38.17264
3436958,143.93804,-37.01784
3436959,144.74463,-37.72802
3436960,145.69314,-38.57665
3436961,145.18102,-37.84992
3436962,145.05702,-37.96459
3436963,145.25151,-37.9156
3436964,143.61025,-38.02688
3436965,145.24364,-38.02667
3436966,145.06731,-37.68701
3436967,145.01523,-37.67292
3436968,144.35197,-38.15172
3436969,145.05789,-37.70173
3436970,145.02695,-37.76881
3436971,145.01517,-37.97438
3436972,145.29377,-38.09299
3436973,145.12691,-37.84983
3436974,145.176,-37.85253
3436975,145.81634,-38.5836
3436976,144.98519,-37.81638
3436977,145.00678,-37.84857
3436978,145.70169,-36.98327
3436979,145.01342,-37.71743
3436980,145.48064,-35.92422
3436981,144.91584,-37.70498
3436982,144.15697,-37.34544
3436983,144.18634,-38.40758
3436984,144.82827,-37.71629
3436985,145.16598,-37.94152
3436986,145.27996,-38.04189
3436987,144.96158,-37.81693
3436988,144.61713,-37.69975
3436989,145.10515,-37.88631
3436990,145.02397,-37.48862
3436991,145.05827,-37.98801
3436992,146.27186,-36.37209
3436993,144.95147,-37.64335
3436994,145.03116,-37.79468
3436995,146.02283,-38.17832
3436996,144.97217,-37.82121
3436997,144.97176,-37.78597
3436998,145.24707,-38.00304
3436999,144.99921,-37.78587
3437000,142.86492,-37.98708
3437001,145.28394,-37.78286
3437002,145.05885,-37.82002
3437003,145.49483,-37.93298
3437004,145.3073,-37.80553
3437005,145.1338,-38.19574
3437006,145.27263,-37.80082
3437007,145.01688,-37.74675
3437008,145.17943,-38.03313
3437009,145.43727,-37.65475
3437010,144.95079,-38.35342
3437011,142.76243,-38.31212
3437012,144.88817,-37.7688
3437013,145.00348,-37.95178
3437014,144.97764,-37.80312
3437015,145.25388,-37.80858
3437016,145.14649,-37.88229
3437017,144.89786,-37.85805
3437018,145.06846,-37.64837
3437019,145.02184,-37.72205
3437020,145.3668,-38.04405
3437021,145.94202,-38.16456
3437022,145.20103,-38.11804
3437023,145.14884,-37.69585
3437024,144.98791,-37.86805
3437025,145.02262,-37.42125
3437026,145.31092,-38.22488
3437027,144.47338,-37.19216
3437028,145.03589,-37.81976
3437029,144.73943,-37.75586
3437030,145.01044,-37.86382
3437031,144.86283,-37.74575
3437032,145.10788,-37.88827
3437033,144.35486,-38.09969
3437034,145.28338,-38.10994
3437035,145.3175,-37.65068
3437036,144.99604,-37.81009
3437037,146.25113,-38.17979
3437038,144.94986,-37.71787
3437039,145.26135,-37.88376
3437040,144.81601,-37.76083
3437041,145.12189,-37.91364
3437042,145.20604,-38.05837
3437043,144.61043,-36.49832
3437044,145.09243,-37.82537
3437045,141.86918,-36.37197
3437046,144.64034,-37.88749
3437047,145.34482,-36.91288
3437048,145.20345,-37.95189
3437049,144.92502,-37.66037
3437050,141.67036,-38.08287
3437051,145.21701,-37.83255
3437052,143.25878,-36.60681
3437053,145.07916,-37.8485
3437054,144.14244,-37.34297
3437055,145.11922,-37.92783
3437056,144.23028,-36.78306
3437057,144.92683,-37.68613
3437058,149.68729,-37.52235
3437059,144.20502,-38.23303
3437060,145.23517,-37.90223
3437061,145.86337,-38.133
3437062,145.17955,-37.90677
3437063,145.01298,-37.82734
3437064,143.85454,-37.46191
3437065,144.94879,-37.77569
3437066,145.17603,-37.81826
3437067,144.37035,-38.15693
3437068,144.76766,-37.86438
3437069,140.99568,-38.04263
3437070,145.34255,-37.71646
3437071,144.95006,-37.28948
3437072,144.92983,-37.78965
3437073,145.10635,-36.95223
3437074,145.14221,-37.87148
3437075,145.06925,-37.75861
3437076,145.13305,-38.12914
3437077,145.00631,-37.74549
3437078,145.20684,-37.95926
3437079,144.63258,-37.71083
3437080,146.42291,-38.22798
3437081,144.85007,-37.83881
3437082,145.01851,-37.87943
3437083,145.2423,-37.97296
3437084,145.12445,-37.77771
3437085,146.36346,-37.06644
3437086,145.25182,-37.92727
3437087,144.5504,-37.37974
3437088,145.27588,-38.17536
3437089,145.18738,-37.87663
3437090,145.34214,-38.04028
3437091,144.98206,-36.44815
3437092,144.98221,-37.85556
3437093,143.83685,-35.64766
3437094,145.36691,-36.39565
3437095,145.01448,-37.82022
3437096,144.88555,-37.77558
3437097,144.27373,-36.75543
3437098,144.78132,-37.72534
3437099,144.95756,-37.82036
3437100,145.91529,-36.99571
3437101,145.02878,-37.62303
3437102,144.00831,-38.49742
3437103,145.14517,-38.14831
3437104,145.22491,-37.78156
3437105,145.30942,-36.51343
3437106,141.55204,-37.86642
3437107,145.21251,-37.98621
3437108,145.32427,-38.1335
3437109,145.01361,-37.74638
3437110,142.91392,-38.60284
3437111,143.89433,-37.85264
3437112,145.0923,-37.77484
3437113,146.89565,-36.10573
3437114,145.58767,-38.59066
3437115,144.99899,-37.87182
3437116,144.9845,-37.8664
3437117,145.25404,-37.79788
3437118,145.28436,-37.8859
3437119,145.05343,-37.84843
3437120,146.43125,-38.23482
3437121,145.26021,-37.91341
3437122,144.90039,-37.76995
3437123,145.43276,-37.65442
3437124,144.95952,-37.78373
3437125,145.25069,-37.97416
3437126,144.99682,-37.88371
3437127,144.56494,-37.70178
3437128,144.30367,-36.73302
3437129,144.96135,-37.77156
3437130,145.41229,-37.86232
3437131,145.11421,-37.82124
3437132,145.08416,-37.91535
3437133,144.32908,-38.31146
3437134,143.86514,-37.55179
3437135,144.91133,-38.35403
3437136,145.27048,-37.84247
3437137,145.13989,-38.10873
3437138,145.03052,-37.74304
3437139,145.2576,-38.49669
3437140,145.28402,-37.78282
3437141,144.98794,-37.82909
3437142,144.57023,-37.69563
3437143,145.00672,-37.82665
3437144,145.24332,-37.98055
3437145,145.35061,-38.1926
3437146,145.65691,-37.78235
3437147,144.89176,-37.72315
3437148,144.87756,-37.76893
3437149,147.97282,-36.1387
3437150,145.29524,-37.77143
3437151,145.44265,-37.80269
3437152,144.90611,-37.8057
3437153,144.80435,-37.75942
3437154,149.25411,-37.56868
3437155,144.93242,-37.6217
3437156,145.33482,-37.75868
3437157,144.96316,-37.81425
3437158,144.70225,-37.57765
3437159,145.03279,-37.63828
3437160,144.45304,-37.2502
3437161,142.19973,-36.71784
3437162,145.00009,-37.67568
3437163,144.96382,-37.81569
3437164,144.59011,-36.25648
3437165,144.74699,-37.88618
3437166,145.24365,-37.85275
3437167,144.92769,-37.7358
3437168,144.74982,-37.87003
3437169,144.73959,-37.75837
3437170,144.96955,-37.80314
3437171,145.20575,-38.01341
3437172,145.09454,-37.70368
3437173,144.99393,-37.74428
3437174,145.10764,-37.69969
3437175,144.44125,-38.26899
3437176,144.45141,-37.70467
3437177,145.02684,-37.92551
3437178,144.49011,-36.80698
3437179,144.85242,-37.73952
3437180,145.00917,-37.8676
3437181,145.28574,-37.9784
3437182,143.83672,-37.64586
3437183,143.15453,-36.63243
3437184,144.35192,-38.13247
3437185,144.99273,-37.72246
3437186,145.15571,-37.93344
3437187,144.32263,-38.30067
3437188,148.64172,-37.3785
3437189,145.72377,-37.45111
3437190,145.4467,-36.399
3437191,146.68507,-36.5264
3437192,145.1915,-37.6704
3437193,145.02261,-37.74256
3437194,145.06183,-37.90629
3437195,145.00459,-37.73804
3437196,143.26519,-36.76161
3437197,146.82574,-38.13028
3437198,143.98064,-38.53038
3437199,145.13033,-38.11049
3437200,145.78959,-36.61429
3437201,144.92956,-37.61764
3437202,145.24364,-38.02667
3437203,141.36781,-37.60559
3437204,146.45006,-38.23869
3437205,147.09657,-38.10194
3437206,145.163,-37.89602
3437207,144.93142,-37.64087
3437208,144.87135,-37.72943
3437209,145.44318,-37.9199
3437210,144.85009,-37.77591
3437211,142.14137,-34.21099
3437212,145.23307,-37.92801
3437213,144.35411,-38.09872
3437214,145.12861,-37.56987
3437215,144.86744,-37.70686
3437216,145.15158,-37.69936
3437217,144.96244,-37.80879
3437218,145.21535,-38.01461
3437219,145.07275,-37.92287
3437220,142.33998,-38.28895
3437221,145.04866,-37.73711
3437222,144.89849,-37.82959
3437223,144.9666,-37.74131
3437224,145.07454,-37.89828
3437225,145.12256,-37.929
3437226,144.95858,-37.65255
3437227,145.97913,-36.38617
3437228,144.92382,-37.63995
3437229,144.94104,-37.57442
3437230,145.25993,-38.08021
3437231,144.77127,-37.84213
3437232,145.13511,-37.75189
3437233,144.97598,-37.79165
3437234,145.00513,-37.64971
3437235,145.01821,-37.7716
3437236,145.20628,-37.93338
3437237,145.02589,-37.8332
3437238,144.93142,-37.64087
3437239,145.58427,-37.98022
3437240,144.99462,-37.85823
3437241,145.13994,-38.13704
3437242,147.61118,-37.83079
3437243,145.25899,-38.02701
3437244,144.84658,-37.81742
3437245,144.96028,-37.71895
3437246,144.30643,-36.7666
3437247,145.08107,-37.6505
3437248,144.92706,-37.74486
3437249,145.22065,-37.9856
3437250,145.22215,-37.9777
3437251,145.00319,-37.8481
3437252,145.28853,-38.04245
3437253,147.63075,-37.82593
3437254,146.67278,-36.59348
3437255,144.96012,-37.70108
3437256,145.09073,-37.70043
3437257,145.48076,-37.54814
3437258,144.98852,-37.75109
3437259,144.90276,-37.73513
3437260,146.24881,-38.19153
3437261,145.10747,-38.35363
3437262,144.93002,-37.65237
3437263,144.24291,-36.77831
3437264,145.08345,-37.7344
3437265,144.53701,-37.34846
3437266,145.0132,-37.68403
3437267,144.24667,-36.78536
3437268,145.21032,-36.37247
3437269,145.36737,-37.876
3437270,145.10737,-37.58841
3437271,144.4934,-38.27796
3437272,145.31857,-37.88839
3437273,145.90466,-37.63624
3437274,144.80924,-37.81914
3437275,144.90333,-37.80712
3437276,144.98711,-37.91539
3437277,144.11781,-38.09874
3437278,145.17147,-37.80179
3437279,147.96188,-36.16443
3437280,145.15036,-37.96217
3437281,144.95342,-37.8114
3437282,146.89076,-36.1109
3437283,145.00044,-37.75956
3437284,145.17077,-38.15178
3437285,145.19584,-37.90752
3437286,143.58049,-37.68124
3437287,144.97879,-37.86755
3437288,144.5121,-35.99276
3437289,144.95705,-37.82535
3437290,144.94829,-37.79428
3437291,144.98071,-37.79858
3437292,144.31587,-37.48499
3437293,144.97708,-37.79819
3437294,144.86715,-37.77115
3437295,144.2852,-36.7486
3437296,145.093,-37.88067
3437297,145.91164,-36.42477
3437298,145.12534,-37.8992
3437299,146.67237,-38.63918
3437300,145.23483,-38.00159
3437301,145.27917,-37.74149
3437302,146.26875,-38.19331
3437303,144.14428,-37.78415
3437304,143.67803,-37.46061
3437305,145.30379,-37.9334
3437306,144.2563,-36.75298
3437307,142.30021,-34.878
3437308,145.92797,-36.45024
3437309,144.36098,-38.15294
3437310,144.77662,-37.75999
3437311,145.34843,-37.95448
3437312,144.99581,-37.83367
3437313,145.20473,-37.98982
3437314,144.7101,-37.83718
3437315,144.76844,-37.76873
3437316,144.96983,-37.8123
3437317,144.96874,-37.80816
3437318,145.21777,-37.83703
3437319,147.4893,-36.9771
3437320,144.96964,-37.78489
3437321,145.21243,-37.86163
3437322,144.9689,-37.82933
3437323,144.98402,-37.86022
3437324,145.15201,-37.85252
3437325,144.96136,-37.81032
3437326,143.80653,-37.47681
3437327,145.00062,-37.90692
3437328,144.98936,-37.80943
3437329,144.9217,-37.7668
3437330,145.14079,-38.0108
3437331,145.27817,-37.88297
3437332,144.98839,-37.82718
3437333,145.13592,-37.61913
3437334,143.56217,-35.35187
3437335,145.11775,-37.90846
3437336,144.99215,-37.90969
3437337,145.45481,-38.06306
3437338,145.00935,-37.7919
3437339,146.4772,-38.20966
3437340,144.83297,-37.75135
3437341,144.24431,-36.79521
3437342,145.82281,-38.43116
3437343,144.36449,-38.16465
3437344,145.12528,-37.98858
3437345,144.86564,-37.77058
3437346,145.06948,-37.73024
3437347,145.24136,-37.81772
3437348,145.28121,-37.79873
3437349,144.9355,-37.78333
3437350,145.04435,-37.82612
3437351,144.96397,-37.82272
3437352,145.56533,-37.80607
3437353,144.44146,-37.64302
3437354,144.77223,-37.73332
3437355,144.97316,-37.80811
3437356,145.0178,-37.68068
3437357,145.02735,-37.72416
3437358,145.74841,-37.49556
3437359,145.26538,-38.00525
3437360,144.89801,-37.80074
3437361,143.71736,-37.90047
3437362,145.25757,-38.05052
3437363,144.87439,-37.73036
3437364,145.06213,-37.75573
3437365,145.5871,-37.80517
3437366,145.40629,-36.37885
3437367,144.84269,-37.76564
3437368,145.48863,-37.5489
3437369,145.27973,-37.90366
3437370,143.69991,-38.6413
3437371,144.88708,-37.70864
3437372,145.02064,-37.65643
3437373,142.83641,-38.38837
3437374,144.95485,-37.79951
3437375,145.4467,-36.399
3437376,145.0469,-37.71203
3437377,145.03807,-37.65018
3437378,144.65447,-37.46779
3437379,145.23898,-38.4516
3437380,144.99483,-37.79022
3437381,145.23071,-38.01171
3437382,144.99987,-37.81478
3437383,145.05513,-37.8994
3437384,146.50875,-38.18279
3437385,145.37416,-37.79706
3437386,142.16798,-38.27533
3437387,144.91121,-37.75394
3437388,145.01374,-37.89255
3437389,146.53983,-38.1832
3437390,144.23113,-38.37256
3437391,144.81874,-37.80579
3437392,146.7548,-36.07995
3437393,145.12147,-38.14592
3437394,144.95462,-37.79932
3437395,143.83573,-37.60395
3437396,145.06018,-37.69166
3437397,142.48698,-38.38753
3437398,145.31723,-38.10029
3437399,144.96822,-37.81723
3437400,145.03502,-37.71355
3437401,145.03648,-37.72009
3437402,144.97253,-38.33711
3437403,144.52281,-36.65015
3437404,144.97993,-37.867
3437405,146.55081,-38.2045
3437406,144.99687,-37.88285
3437407,146.96632,-36.55422
3437408,144.32832,-35.77078
3437409,145.11223,-38.15252
3437410,143.68998,-37.61872
3437411,144.89064,-38.35966
3437412,144.83486,-37.71491
3437413,143.69077,-38.36447
3437414,145.38085,-37.53826
3437415,145.14352,-38.13368
3437416,145.0124,-37.8415
3437417,144.85765,-37.72686
3437418,145.14617,-37.98244
3437419,144.77463,-37.696
3437420,144.83337,-37.77766
3437421,144.98522,-37.79346
3437422,144.95178,-37.84932
3437423,144.47572,-36.88398
3437424,145.28562,-37.86265
3437425,144.69275,-37.82459
3437426,142.20489,-36.71201
3437427,144.95169,-37.80816
3437428,145.00031,-37.81868
3437429,145.08263,-37.80342
3437430,145.1202,-37.98795
3437431,145.01118,-37.69634
3437432,144.57481,-37.70432
3437433,145.76824,-38.11111
3437434,144.82952,-37.82572
3437435,144.90917,-38.3571
3437436,145.04841,-37.82418
3437437,144.75625,-38.34649
3437438,142.48376,-38.37276
3437439,144.94471,-37.79618
3437440,144.8882,-38.3981
3437441,144.68621,-37.88288
3437442,145.18775,-37.96672
3437443,144.81136,-37.72569
3437444,144.35133,-38.17286
3437445,145.03116,-37.79468
3437446,145.04941,-37.95716
3437447,145.09299,-37.865
3437448,144.97754,-37.88051
3437449,144.35496,-38.09918
3437450,144.9557,-37.8407
3437451,145.12797,-37.86729
3437452,145.19366,-37.81637
3437453,145.37835,-36.51595
3437454,145.06353,-37.78534
3437455,145.18315,-38.08591
3437456,144.74518,-38.3498
3437457,144.85029,-37.72329
3437458,144.84803,-37.74118
3437459,145.02834,-37.86237
3437460,145.14804,-38.14049
3437461,144.89022,-37.71323
3437462,144.72715,-37.56666
3437463,144.89157,-37.7346
3437464,142.02515,-34.13252
3437465,145.24234,-37.93934
3437466,144.93143,-37.65044
3437467,145.04893,-37.93106
3437468,145.05743,-37.95608
3437469,145.68426,-37.77314
3437470,144.94175,-37.78907
3437471,144.73939,-37.72635
3437472,145.12422,-37.82901
3437473,145.41581,-36.36839
3437474,145.04462,-37.92675
3437475,144.26442,-36.7692
3437476,145.05192,-38.21757
3437477,145.03461,-37.97762
3437478,144.94805,-37.82494
3437479,145.64856,-35.921
3437480,144.15231,-38.32491
3437481,144.45991,-37.25277
3437482,145.43181,-36.37759
3437483,143.85471,-37.54595
3437484,145.1691,-37.9617
3437485,143.00818,-35.05603
3437486,145.02502,-37.92348
3437487,145.30656,-37.82088
3437488,145.13433,-37.84126
3437489,145.28234,-38.10268
3437490,144.9903,-37.73658
3437491,144.86659,-37.71454
3437492,144.78164,-37.72989
3437493,144.54387,-37.68592
3437494,147.85744,-37.82215
3437495,144.89481,-37.81411
3437496,145.03732,-38.26484
3437497,144.8673,-37.81174
3437498,145.12656,-37.88884
3437499,145.12427,-38.02196
3437500,145.08983,-37.70317
3437501,145.02,-37.80675
3437502,145.14337,-37.92456
3437503,146.57945,-38.33861
3437504,144.97337,-37.82013
3437505,145.29036,-38.00004
3437506,143.67164,-38.76079
3437507,144.89348,-37.79239
3437508,144.87032,-37.68063
3437509,144.33831,-38.13066
3437510,145.07018,-37.75352
3437511,144.97873,-37.77625
3437512,145.09574,-37.60064
3437513,145.11949,-38.0602
3437514,143.55291,-35.32744
3437515,146.30369,-36.3633
3437516,146.61016,-37.61438
3437517,145.14189,-37.3171
3437518,144.84536,-37.79005
3437519,144.80384,-37.70853
3437520,145.05556,-37.28424
3437521,146.85796,-36.25484
3437522,145.29233,-38.10047
3437523,145.21625,-37.68795
3437524,146.04655,-38.00175
3437525,145.26315,-37.88828
3437526,146.7979,-37.89734
3437527,144.96305,-37.83229
3437528,145.21952,-37.87692
3437529,144.99311,-37.85323
3437530,145.22268,-37.86475
3437531,145.19017,-37.85751
3437532,144.94887,-37.79875
3437533,145.81752,-38.43581
3437534,144.98232,-37.85466
3437535,144.91584,-37.7529
3437536,145.25604,-38.00755
3437537,145.03085,-37.74101
3437538,145.41446,-35.99919
3437539,145.04253,-37.83606
3437540,144.90832,-37.74133
3437541,145.00312,-37.87755
3437542,144.80591,-37.74495
3437543,143.6777,-38.31193
3437544,145.48152,-38.0717
3437545,145.15031,-38.15036
3437546,144.66586,-37.89703
3437547,144.9993,-37.67875
3437548,145.09379,-36.46958
3437549,144.32437,-38.32295
3437550,145.02005,-37.68868
3437551,145.10072,-37.86669
3437552,145.08503,-38.00807
3437553,144.97395,-37.81332
3437554,144.9582,-37.79452
3437555,144.31018,-36.75912
3437556,144.99683,-37.86153
3437557,144.94866,-37.8055
3437558,144.98966,-37.87213
3437559,144.85983,-37.81383
3437560,144.78212,-37.72759
3437561,145.1251,-38.13078
3437562,145.23081,-36.44125
3437563,145.2931,-38.09649
3437564,144.98382,-37.87592
3437565,145.15036,-37.96217
3437566,144.85407,-37.73279
3437567,144.88354,-37.73353
3437568,144.96248,-37.8189
3437569,145.00128,-37.88962
3437570,144.96654,-37.81549
3437571,144.96154,-37.75513
3437572,144.37589,-38.15394
3437573,145.00492,-37.89663
3437574,146.41719,-38.308
3437575,145.27748,-38.0824
3437576,145.13762,-37.50577
3437577,146.71086,-37.45242
3437578,145.00339,-37.74195
3437579,145.05959,-37.81615
3437580,144.73715,-37.24268
3437581,144.33407,-38.13358
3437582,145.07458,-37.7081
3437583,145.12732,-37.94167
3437584,146.055,-38.1136
3437585,145.2912,-38.01494
3437586,144.74697,-37.85405
3437587,145.23388,-38.24864
3437588,145.03803,-37.916
3437589,144.99385,-37.79593
3437590,145.59318,-38.60254
3437591,144.64499,-37.62818
3437592,144.89249,-37.85632
3437593,145.02937,-37.9548
3437594,145.00694,-37.74943
3437595,145.008,-37.71563
3437596,144.93727,-37.77403
3437597,148.15638,-37.76429
3437598,144.212,-36.88524
3437599,145.23989,-37.98519
3437600,145.13818,-38.33883
3437601,144.95752,-37.75466
3437602,144.95061,-37.84489
3437603,144.92859,-37.60656
3437604,145.14812,-38.19408
3437605,144.89778,-37.82917
3437606,144.98962,-37.79951
3437607,145.84996,-38.44598
3437608,144.88572,-37.69617
3437609,145.73611,-38.09102
3437610,144.94374,-37.60268
3437611,143.48089,-38.7635
3437612,145.6405,-37.71214
3437613,145.27252,-37.99727
3437614,143.72617,-38.66535
3437615,144.95503,-37.79965
3437616,144.92782,-37.61902
3437617,143.85364,-37.56798
3437618,145.18856,-37.9617
3437619,144.38917,-38.2954
3437620,145.04773,-37.21972
3437621,144.77856,-37.85637
3437622,145.16712,-37.97142
3437623,145.26151,-37.89372
3437624,144.94445,-37.76099
3437625,144.9903,-37.73658
3437626,144.87217,-37.43655
3437627,144.35791,-38.15343
3437628,144.71934,-37.27084
3437629,144.7422,-37.90487
3437630,144.76186,-37.85513
3437631,142.17123,-34.18934
3437632,145.2442,-37.93525
3437633,145.22249,-37.73537
3437634,145.01298,-37.82734
3437635,145.01153,-37.86023
3437636,144.78727,-37.79507
3437637,144.99944,-37.86952
3437638,145.2107,-37.74328
3437639,145.78359,-38.66355
3437640,145.00545,-37.72974
3437641,145.08869,-37.90715
3437642,145.00243,-37.68627
3437643,144.95589,-37.80587
3437644,144.96095,-37.81044
3437645,145.239,-38.47299
3437646,144.92305,-37.77765
3437647,145.92898,-38.17144
3437648,145.00717,-37.87805
3437649,145.31623,-37.75845
3437650,145.1908,-37.95454
3437651,145.07364,-37.99805
3437652,144.86967,-37.84105
3437653,143.81629,-37.55466
3437654,144.94193,-37.74624
3437655,144.76251,-37.86851
3437656,145.05403,-37.96037
3437657,145.117,-38.25044
3437658,145.04493,-36.31352
3437659,145.09878,-37.09119
3437660,145.13666,-38.1634
3437661,145.0797,-37.93858
3437662,145.17884,-37.95798
3437663,145.20339,-37.93851
3437664,145.2408,-37.85836
3437665,142.76288,-37.04193
3437666,144.30938,-38.31386
3437667,144.94941,-37.80427
3437668,145.63163,-35.98932
3437669,144.26824,-36.73708
3437670,145.101,-38.00935
3437671,146.97284,-37.96511
3437672,145.27858,-38.08709
3437673,147.90598,-36.19523
3437674,145.33431,-37.76114
3437675,144.88557,-37.77573
3437676,144.81372,-36.16932
3437677,142.18431,-34.24733
3437678,145.16041,-37.9189
3437679,144.99762,-37.82742
3437680,144.9408,-37.73861
3437681,145.01238,-37.83186
3437682,145.01311,-37.88266
3437683,144.60106,-37.88558
3437684,145.26405,-37.97937
3437685,144.28041,-36.75879
3437686,143.09171,-38.45294
3437687,144.96047,-37.83555
3437688,144.9663,-37.80888
3437689,144.99709,-37.88172
3437690,144.82252,-37.84862
3437691,144.97696,-37.79818
3437692,143.56093,-38.33593
3437693,144.97475,-37.79869
3437694,145.1872,-37.96665
3437695,144.67655,-37.81034
3437696,146.88613,-36.12225
3437697,144.65338,-37.87804
3437698,143.87603,-36.67737
3437699,143.81398,-36.54069
3437700,145.04514,-37.82193
3437701,144.31162,-38.20101
3437702,145.0189,-37.77438
3437703,145.03385,-37.66117
3437704,145.11137,-37.77327
3437705,145.24719,-38.03152
3437706,144.70469,-37.87972
3437707,144.86701,-37.78212
3437708,146.54432,-38.19363
3437709,144.94445,-37.761
3437710,144.75703,-37.77638
3437711,144.93769,-37.82556
3437712,144.89157,-37.74216
3437713,144.97049,-37.79748
3437714,145.48876,-37.83671
3437715,144.31978,-38.16714
3437716,145.12826,-37.90964
3437717,145.13508,-37.68208
3437718,145.08983,-37.70317
3437719,145.22704,-37.81061
3437720,145.11988,-37.81443
3437721,144.93759,-37.75577
3437722,144.16468,-38.29686
3437723,143.84516,-37.57332
3437724,147.356,-36.9535
3437725,144.31576,-36.76685
3437726,145.28824,-37.8377
3437727,145.05734,-37.74984
3437728,145.12082,-37.5112
3437729,145.02771,-37.86614
3437730,145.08548,-37.82454
3437731,144.35948,-38.08335
3437732,144.34988,-38.14709
3437733,144.86336,-37.72486
3437734,145.19539,-37.836
3437735,144.97761,-37.88109
3437736,145.05986,-37.73556
3437737,145.0438,-37.80836
3437738,145.11238,-37.69361
3437739,145.14994,-37.83207
3437740,145.06027,-37.8126
3437741,145.01904,-37.8649
3437742,145.15674,-37.93315
3437743,142.48065,-38.37356
3437744,144.72919,-37.87007
3437745,145.93192,-38.23963
3437746,144.98363,-37.64732
3437747,144.35109,-37.96116
3437748,144.35142,-38.08613
3437749,144.9885,-37.7779
3437750,145.50996,-37.67305
3437751,144.89801,-37.80074
3437752,145.42978,-38.12093
3437753,144.9595,-37.80629
3437754,145.00427,-37.88407
3437755,144.29101,-37.60718
3437756,145.17804,-37.9323
3437757,144.25889,-36.74056
3437758,144.96818,-37.81056
3437759,144.35253,-38.14788
3437760,144.96241,-37.84278
3437761,145.18667,-37.96032
3437762,144.97999,-37.86242
3437763,145.05012,-37.95491
3437764,146.80067,-37.84991
3437765,145.15293,-37.8205
3437766,143.54416,-35.34031
3437767,144.95911,-37.81764
3437768,144.35476,-38.10024
3437769,144.75546,-37.7575
3437770,145.04285,-37.84985
3437771,145.41582,-36.35423
3437772,145.05807,-37.86606
3437773,143.26137,-38.56723
3437774,145.06196,-37.6631
3437775,144.93445,-37.80388
3437776,144.47656,-38.19214
3437777,145.60694,-38.0675
3437778,145.0197,-37.95369
3437779,145.01154,-37.7388
3437780,145.1797,-37.92128
3437781,144.54191,-36.64791
3437782,144.9805,-37.85343
3437783,145.23898,-38.45306
3437784,146.00707,-38.32671
3437785,144.88398,-37.78896
3437786,144.74075,-37.71011
3437787,144.90397,-38.35609
3437788,145.09513,-37.77983
3437789,145.15187,-37.95437
3437790,145.15352,-38.17155
3437791,144.9885,-37.7779
3437792,144.92391,-37.68857
3437793,144.9993,-37.67875
3437794,145.17867,-38.01764
3437795,145.10378,-37.08343
3437796,145.21886,-37.9967
3437797,144.309,-36.72613
3437798,145.08334,-37.87869
3437799,145.13502,-37.75256
3437800,144.74479,-37.76838
3437801,144.99849,-37.85255
3437802,144.99927,-37.76645
3437803,144.99876,-37.82098
3437804,145.12238,-38.14631
3437805,144.56667,-37.69217
3437806,144.55094,-37.68425
3437807,145.09131,-38.19511
3437808,144.94297,-37.79914
3437809,144.31899,-38.17118
3437810,144.67886,-37.57453
3437811,144.98308,-37.79883
3437812,144.98189,-37.78036
3437813,143.71482,-38.63388
3437814,144.70995,-36.34892
3437815,144.91967,-37.76658
3437816,145.16656,-37.7635
3437817,145.7064,-38.32362
3437818,144.73817,-37.82158
3437819,145.06591,-38.23892
3437820,145.23033,-37.89911
3437821,145.16459,-37.98454
3437822,144.98992,-37.81823
3437823,145.02321,-37.8642
3437824,144.92145,-37.7868
3437825,144.3185,-38.32228
3437826,143.48059,-38.02072
3437827,145.10154,-37.78751
3437828,147.08137,-36.24483
3437829,144.9187,-37.75722
3437830,147.47966,-36.96197
3437831,144.78951,-37.711
3437832,144.72945,-36.1404
3437833,144.68067,-37.84015
3437834,146.41324,-36.01017
3437835,145.3748,-38.20732
3437836,145.11788,-37.98767
3437837,144.89792,-37.6968
3437838,145.00171,-37.89923
3437839,144.95549,-37.8082
3437840,144.99656,-37.83484
3437841,145.14105,-37.7221
